DateKey,Date,Fiscal Year,Fiscal Quarter,Month,MonthKey,Full Date
20181230,1546128000000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 30"
20181231,1546214400000,FY2019,FY2019 Q2,2018 Dec,201812,"2018 Dec, 31"
20190101,1546300800000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 01"
20190102,1546387200000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 02"
20190103,1546473600000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 03"
20190104,1546560000000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 04"
20190105,1546646400000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 05"
20190106,1546732800000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 06"
20190107,1546819200000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 07"
20190108,1546905600000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 08"
20190109,1546992000000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 09"
20190110,1547078400000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 10"
20190111,1547164800000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 11"
20190112,1547251200000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 12"
20190113,1547337600000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 13"
20190114,1547424000000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 14"
20190115,1547510400000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 15"
20190116,1547596800000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 16"
20190117,1547683200000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 17"
20190118,1547769600000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 18"
20190119,1547856000000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 19"
20190120,1547942400000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 20"
20190121,1548028800000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 21"
20190122,1548115200000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 22"
20190123,1548201600000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 23"
20190124,1548288000000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 24"
20190125,1548374400000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 25"
20190126,1548460800000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 26"
20190127,1548547200000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 27"
20190128,1548633600000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 28"
20190129,1548720000000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 29"
20190130,1548806400000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 30"
20190131,1548892800000,FY2019,FY2019 Q3,2019 Jan,201901,"2019 Jan, 31"
20190201,1548979200000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 01"
20190202,1549065600000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 02"
20190203,1549152000000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 03"
20190204,1549238400000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 04"
20190205,1549324800000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 05"
20190206,1549411200000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 06"
20190207,1549497600000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 07"
20190208,1549584000000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 08"
20190209,1549670400000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 09"
20190210,1549756800000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 10"
20190211,1549843200000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 11"
20190212,1549929600000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 12"
20190213,1550016000000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 13"
20190214,1550102400000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 14"
20190215,1550188800000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 15"
20190216,1550275200000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 16"
20190217,1550361600000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 17"
20190218,1550448000000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 18"
20190219,1550534400000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 19"
20190220,1550620800000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 20"
20190221,1550707200000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 21"
20190222,1550793600000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 22"
20190223,1550880000000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 23"
20190224,1550966400000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 24"
20190225,1551052800000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 25"
20190226,1551139200000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 26"
20190227,1551225600000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 27"
20190228,1551312000000,FY2019,FY2019 Q3,2019 Feb,201902,"2019 Feb, 28"
20190301,1551398400000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 01"
20190302,1551484800000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 02"
20190303,1551571200000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 03"
20190304,1551657600000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 04"
20190305,1551744000000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 05"
20190306,1551830400000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 06"
20190307,1551916800000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 07"
20190308,1552003200000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 08"
20190309,1552089600000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 09"
20190310,1552176000000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 10"
20190311,1552262400000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 11"
20190312,1552348800000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 12"
20190313,1552435200000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 13"
20190314,1552521600000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 14"
20190315,1552608000000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 15"
20190316,1552694400000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 16"
20190317,1552780800000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 17"
20190318,1552867200000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 18"
20190319,1552953600000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 19"
20190320,1553040000000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 20"
20190321,1553126400000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 21"
20190322,1553212800000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 22"
20190323,1553299200000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 23"
20190324,1553385600000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 24"
20190325,1553472000000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 25"
20190326,1553558400000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 26"
20190327,1553644800000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 27"
20190328,1553731200000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 28"
20190329,1553817600000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 29"
20190330,1553904000000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 30"
20190331,1553990400000,FY2019,FY2019 Q3,2019 Mar,201903,"2019 Mar, 31"
20190401,1554076800000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 01"
20190402,1554163200000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 02"
20190403,1554249600000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 03"
20190404,1554336000000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 04"
20190405,1554422400000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 05"
20190406,1554508800000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 06"
20190407,1554595200000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 07"
20190408,1554681600000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 08"
20190409,1554768000000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 09"
20190410,1554854400000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 10"
20190411,1554940800000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 11"
20190412,1555027200000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 12"
20190413,1555113600000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 13"
20190414,1555200000000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 14"
20190415,1555286400000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 15"
20190416,1555372800000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 16"
20190417,1555459200000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 17"
20190418,1555545600000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 18"
20190419,1555632000000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 19"
20190420,1555718400000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 20"
20190421,1555804800000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 21"
20190422,1555891200000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 22"
20190423,1555977600000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 23"
20190424,1556064000000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 24"
20190425,1556150400000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 25"
20190426,1556236800000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 26"
20190427,1556323200000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 27"
20190428,1556409600000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 28"
20190429,1556496000000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 29"
20190430,1556582400000,FY2019,FY2019 Q4,2019 Apr,201904,"2019 Apr, 30"
20190501,1556668800000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 01"
20190502,1556755200000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 02"
20190503,1556841600000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 03"
20190504,1556928000000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 04"
20190505,1557014400000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 05"
20190506,1557100800000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 06"
20190507,1557187200000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 07"
20190508,1557273600000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 08"
20190509,1557360000000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 09"
20190510,1557446400000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 10"
20190511,1557532800000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 11"
20190512,1557619200000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 12"
20190513,1557705600000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 13"
20190514,1557792000000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 14"
20190515,1557878400000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 15"
20190516,1557964800000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 16"
20190517,1558051200000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 17"
20190518,1558137600000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 18"
20190519,1558224000000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 19"
20190520,1558310400000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 20"
20190521,1558396800000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 21"
20190522,1558483200000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 22"
20190523,1558569600000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 23"
20190524,1558656000000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 24"
20190525,1558742400000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 25"
20190526,1558828800000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 26"
20190527,1558915200000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 27"
20190528,1559001600000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 28"
20190529,1559088000000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 29"
20190530,1559174400000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 30"
20190531,1559260800000,FY2019,FY2019 Q4,2019 May,201905,"2019 May, 31"
20190601,1559347200000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 01"
20190602,1559433600000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 02"
20190603,1559520000000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 03"
20190604,1559606400000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 04"
20190605,1559692800000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 05"
20190606,1559779200000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 06"
20190607,1559865600000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 07"
20190608,1559952000000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 08"
20190609,1560038400000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 09"
20190610,1560124800000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 10"
20190611,1560211200000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 11"
20190612,1560297600000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 12"
20190613,1560384000000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 13"
20190614,1560470400000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 14"
20190615,1560556800000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 15"
20190616,1560643200000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 16"
20190617,1560729600000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 17"
20190618,1560816000000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 18"
20190619,1560902400000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 19"
20190620,1560988800000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 20"
20190621,1561075200000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 21"
20190622,1561161600000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 22"
20190623,1561248000000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 23"
20190624,1561334400000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 24"
20190625,1561420800000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 25"
20190626,1561507200000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 26"
20190627,1561593600000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 27"
20190628,1561680000000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 28"
20190629,1561766400000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 29"
20190630,1561852800000,FY2019,FY2019 Q4,2019 Jun,201906,"2019 Jun, 30"
20210401,1617235200000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 01"
20210402,1617321600000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 02"
20210403,1617408000000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 03"
20210404,1617494400000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 04"
20210405,1617580800000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 05"
20210406,1617667200000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 06"
20210407,1617753600000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 07"
20210408,1617840000000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 08"
20210409,1617926400000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 09"
20210410,1618012800000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 10"
20210411,1618099200000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 11"
20210412,1618185600000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 12"
20210413,1618272000000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 13"
20210414,1618358400000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 14"
20210415,1618444800000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 15"
20210416,1618531200000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 16"
20210417,1618617600000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 17"
20210418,1618704000000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 18"
20210419,1618790400000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 19"
20210420,1618876800000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 20"
20210421,1618963200000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 21"
20210422,1619049600000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 22"
20210423,1619136000000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 23"
20210424,1619222400000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 24"
20210425,1619308800000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 25"
20210426,1619395200000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 26"
20210427,1619481600000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 27"
20210428,1619568000000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 28"
20210429,1619654400000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 29"
20210430,1619740800000,FY2021,FY2021 Q4,2021 Apr,202104,"2021 Apr, 30"
20210501,1619827200000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 01"
20210502,1619913600000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 02"
20210503,1620000000000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 03"
20210504,1620086400000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 04"
20210505,1620172800000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 05"
20210506,1620259200000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 06"
20210507,1620345600000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 07"
20210508,1620432000000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 08"
20210509,1620518400000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 09"
20210510,1620604800000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 10"
20210511,1620691200000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 11"
20210512,1620777600000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 12"
20210513,1620864000000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 13"
20210514,1620950400000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 14"
20210515,1621036800000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 15"
20210516,1621123200000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 16"
20210517,1621209600000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 17"
20210518,1621296000000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 18"
20210519,1621382400000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 19"
20210520,1621468800000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 20"
20210521,1621555200000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 21"
20210522,1621641600000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 22"
20210523,1621728000000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 23"
20210524,1621814400000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 24"
20210525,1621900800000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 25"
20210526,1621987200000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 26"
20210527,1622073600000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 27"
20210528,1622160000000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 28"
20210529,1622246400000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 29"
20210530,1622332800000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 30"
20210531,1622419200000,FY2021,FY2021 Q4,2021 May,202105,"2021 May, 31"
20210601,1622505600000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 01"
20210602,1622592000000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 02"
20210603,1622678400000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 03"
20210604,1622764800000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 04"
20210605,1622851200000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 05"
20210606,1622937600000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 06"
20210607,1623024000000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 07"
20210608,1623110400000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 08"
20210609,1623196800000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 09"
20210610,1623283200000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 10"
20210611,1623369600000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 11"
20210612,1623456000000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 12"
20210613,1623542400000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 13"
20210614,1623628800000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 14"
20210615,1623715200000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 15"
20210616,1623801600000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 16"
20210617,1623888000000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 17"
20210618,1623974400000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 18"
20210619,1624060800000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 19"
20210620,1624147200000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 20"
20210621,1624233600000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 21"
20210622,1624320000000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 22"
20210623,1624406400000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 23"
20210624,1624492800000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 24"
20210625,1624579200000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 25"
20210626,1624665600000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 26"
20210627,1624752000000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 27"
20210628,1624838400000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 28"
20210629,1624924800000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 29"
20210630,1625011200000,FY2021,FY2021 Q4,2021 Jun,202106,"2021 Jun, 30"
20210101,1609459200000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 01"
20210102,1609545600000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 02"
20210103,1609632000000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 03"
20210104,1609718400000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 04"
20210105,1609804800000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 05"
20210106,1609891200000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 06"
20210107,1609977600000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 07"
20210108,1610064000000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 08"
20210109,1610150400000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 09"
20210110,1610236800000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 10"
20210111,1610323200000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 11"
20210112,1610409600000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 12"
20210113,1610496000000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 13"
20210114,1610582400000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 14"
20210115,1610668800000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 15"
20210116,1610755200000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 16"
20210117,1610841600000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 17"
20210118,1610928000000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 18"
20210119,1611014400000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 19"
20210120,1611100800000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 20"
20210121,1611187200000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 21"
20210122,1611273600000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 22"
20210123,1611360000000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 23"
20210124,1611446400000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 24"
20210125,1611532800000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 25"
20210126,1611619200000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 26"
20210127,1611705600000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 27"
20210128,1611792000000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 28"
20210129,1611878400000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 29"
20210130,1611964800000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 30"
20210131,1612051200000,FY2021,FY2021 Q3,2021 Jan,202101,"2021 Jan, 31"
20210201,1612137600000,FY2021,FY2021 Q3,2021 Feb,202102,"2021 Feb, 01"
20210202,1612224000000,FY2021,FY2021 Q3,2021 Feb,202102,"2021 Feb, 02"
20210203,1612310400000,FY2021,FY2021 Q3,2021 Feb,202102,"2021 Feb, 03"
